3.655,-10.808,-19.502,-26.183,-16.000,-0.331,-43.807,-18.479,3.705,-15.355,-16.000,0.009,17.539,-11.992
3.329,-10.780,-20.070,-25.933,-16.000,-0.324,-43.983,-18.607,4.225,-15.518,-16.000,0.002,17.507,-11.985
3.606,-10.734,-20.087,-25.777,-16.000,-0.325,-43.880,-18.524,3.989,-15.430,-16.000,0.009,17.531,-12.001
3.702,-10.801,-19.455,-25.933,-16.000,-0.336,-43.873,-18.503,4.209,-15.266,-16.000,-0.001,17.529,-11.963
3.483,-10.819,-19.884,-25.952,-16.000,-0.326,-44.152,-18.504,4.482,-15.549,-16.000,0.006,17.530,-11.994
3.700,-10.770,-19.939,-25.875,-16.000,-0.327,-44.012,-18.443,4.368,-15.395,-16.000,0.003,17.524,-11.983
3.643,-10.800,-19.958,-25.962,-16.000,-0.322,-44.073,-18.477,4.418,-15.347,-16.000,0.008,17.537,-11.999
3.515,-10.797,-20.286,-25.928,-16.000,-0.326,-44.071,-18.471,4.361,-15.460,-16.000,0.006,17.517,-11.984
3.669,-10.802,-19.918,-26.176,-16.000,-0.328,-44.075,-18.448,4.431,-15.631,-16.000,0.004,17.563,-12.025
3.563,-10.824,-19.938,-26.219,-16.000,-0.328,-44.205,-18.452,4.558,-15.702,-16.000,0.004,17.569,-12.026
3.724,-10.849,-19.665,-26.084,-16.000,-0.325,-43.906,-18.442,4.015,-15.241,-16.000,0.003,17.519,-11.972
3.466,-10.810,-19.973,-25.975,-16.000,-0.320,-44.111,-18.432,4.467,-15.540,-16.000,0.001,17.569,-12.044
3.668,-10.828,-19.816,-25.907,-16.000,-0.337,-44.024,-18.460,4.558,-15.279,-16.000,0.002,17.499,-11.947
3.588,-10.786,-19.902,-26.029,-16.000,-0.334,-43.908,-18.435,4.130,-15.506,-16.000,0.001,17.563,-12.041
3.671,-10.836,-19.573,-26.151,-16.000,-0.330,-44.100,-18.442,4.473,-15.444,-16.000,0.000,17.558,-12.007
3.608,-10.831,-19.761,-26.204,-16.000,-0.329,-44.075,-18.420,4.034,-15.434,-16.000,0.006,17.556,-12.006
